"Vármegye, főváros",OEVK sorszáma,Székhelye,Külképviselet neve,Választópolgárok száma
BUDAPEST,05,Budapest VII. kerület,Kuangcsou,2
BUDAPEST,05,Budapest VII. kerület,Kuvait,2
BUDAPEST,05,Budapest VII. kerület,Lima,1
BUDAPEST,05,Budapest VII. kerület,Lisszabon,15
BUDAPEST,05,Budapest VII. kerület,Ljubljana,1
BUDAPEST,05,Budapest VII. kerület,London,216
BUDAPEST,05,Budapest VII. kerület,Los Angeles,13
BUDAPEST,05,Budapest VII. kerület,Luxembourg,28
BUDAPEST,05,Budapest VII. kerület,Lviv,1
BUDAPEST,05,Budapest VII. kerület,Lyon,4
BUDAPEST,05,Budapest VII. kerület,Madrid,23
BUDAPEST,05,Budapest VII. kerület,Malaga,19
BUDAPEST,05,Budapest VII. kerület,Manchester,31
BUDAPEST,05,Budapest VII. kerület,Manila,3
BUDAPEST,05,Budapest VII. kerület,Maszkat,3
BUDAPEST,05,Budapest VII. kerület,Melbourne,4
BUDAPEST,05,Budapest VII. kerület,Mexikóváros,1
BUDAPEST,05,Budapest VII. kerület,Miami,11
BUDAPEST,05,Budapest VII. kerület,Milánó,22
BUDAPEST,05,Budapest VII. kerület,Montreal,12
BUDAPEST,05,Budapest VII. kerület,Moszkva,7
BUDAPEST,05,Budapest VII. kerület,Mumbai,3
BUDAPEST,05,Budapest VII. kerület,München,61
BUDAPEST,05,Budapest VII. kerület,Nairobi,2
BUDAPEST,05,Budapest VII. kerület,New York,45
BUDAPEST,05,Budapest VII. kerület,Nicosia,6
BUDAPEST,05,Budapest VII. kerület,Nur-Szultán,1
BUDAPEST,05,Budapest VII. kerület,Nürnberg,16
BUDAPEST,05,Budapest VII. kerület,Oslo,16
BUDAPEST,05,Budapest VII. kerület,Ottawa,3
BUDAPEST,05,Budapest VII. kerület,Párizs,60
BUDAPEST,05,Budapest VII. kerület,Peking,2
BUDAPEST,05,Budapest VII. kerület,Phnom Penh,1
BUDAPEST,05,Budapest VII. kerület,Pozsony,4
BUDAPEST,05,Budapest VII. kerület,Prága,10
BUDAPEST,05,Budapest VII. kerület,Pretoria,2
BUDAPEST,05,Budapest VII. kerület,Pristina,5
BUDAPEST,05,Budapest VII. kerület,Rabat,1
BUDAPEST,05,Budapest VII. kerület,Róma,12
BUDAPEST,05,Budapest VII. kerület,San Francisco,11
BUDAPEST,05,Budapest VII. kerület,Sanghaj,1
BUDAPEST,05,Budapest VII. kerület,Sao Paulo,3
BUDAPEST,05,Budapest VII. kerület,Stockholm,44
BUDAPEST,05,Budapest VII. kerület,Strasbourg,4
BUDAPEST,05,Budapest VII. kerület,Stuttgart,49
BUDAPEST,05,Budapest VII. kerület,Sydney,12
BUDAPEST,05,Budapest VII. kerület,Szabadka,30
BUDAPEST,05,Budapest VII. kerület,Szarajevó,2
BUDAPEST,05,Budapest VII. kerület,Szentpétervár,1
BUDAPEST,05,Budapest VII. kerület,Szingapúr,3
BUDAPEST,05,Budapest VII. kerület,Szófia,5
BUDAPEST,05,Budapest VII. kerület,Szöul,3
BUDAPEST,05,Budapest VII. kerület,Tallinn,1
BUDAPEST,05,Budapest VII. kerület,Taskent,1
BUDAPEST,05,Budapest VII. kerület,Teherán,2
BUDAPEST,05,Budapest VII. kerület,Tel-Aviv,18
BUDAPEST,05,Budapest VII. kerület,Tokió,3
BUDAPEST,05,Budapest VII. kerület,Toronto,6
BUDAPEST,05,Budapest VII. kerület,Tunisz,5
BUDAPEST,05,Budapest VII. kerület,Ulánbátor,2
BUDAPEST,05,Budapest VII. kerület,Ungvár,3
BUDAPEST,05,Budapest VII. kerület,Valletta,15
BUDAPEST,05,Budapest VII. kerület,Vancouver,7
BUDAPEST,05,Budapest VII. kerület,Varsó,3
BUDAPEST,05,Budapest VII. kerület,Vilnius,4
BUDAPEST,05,Budapest VII. kerület,Washington,20
BUDAPEST,05,Budapest VII. kerület,Wellington,1
BUDAPEST,05,Budapest VII. kerület,Wroclaw,2
BUDAPEST,05,Budapest VII. kerület,Zágráb,6
BUDAPEST,06,Budapest VIII. kerület,Abu Dhabi,9
BUDAPEST,06,Budapest VIII. kerület,Ankara,5
BUDAPEST,06,Budapest VIII. kerület,Athén,7
BUDAPEST,06,Budapest VIII. kerület,Baku,2
BUDAPEST,06,Budapest VIII. kerület,Bangkok,2
BUDAPEST,06,Budapest VIII. kerület,Barcelona,20
BUDAPEST,06,Budapest VIII. kerület,Bécs,29
BUDAPEST,06,Budapest VIII. kerület,Belgrád,1
BUDAPEST,06,Budapest VIII. kerület,Beregszász,4
BUDAPEST,06,Budapest VIII. kerület,Berlin,72
BUDAPEST,06,Budapest VIII. kerület,Bern,57
BUDAPEST,06,Budapest VIII. kerület,Bogota,1
BUDAPEST,06,Budapest VIII. kerület,Brüsszel,50
BUDAPEST,06,Budapest VIII. kerület,Buenos Aires,1
BUDAPEST,06,Budapest VIII. kerület,Bukarest,3
BUDAPEST,06,Budapest VIII. kerület,Chicago,8
BUDAPEST,06,Budapest VIII. kerület,Chisinau,1
BUDAPEST,06,Budapest VIII. kerület,Csíkszereda,73
BUDAPEST,06,Budapest VIII. kerület,Doha,2
BUDAPEST,06,Budapest VIII. kerület,Dublin,29
BUDAPEST,06,Budapest VIII. kerület,Düsseldorf,35
BUDAPEST,06,Budapest VIII. kerület,Edinburgh,21
BUDAPEST,06,Budapest VIII. kerület,Erbil,2
BUDAPEST,06,Budapest VIII. kerület,Gdansk,1
BUDAPEST,06,Budapest VIII. kerület,Genf,8
BUDAPEST,06,Budapest VIII. kerület,Hága,69
BUDAPEST,06,Budapest VIII. kerület,Hanoi,2
BUDAPEST,06,Budapest VIII. kerület,Havanna,2
BUDAPEST,06,Budapest VIII. kerület,Helsinki,4
BUDAPEST,06,Budapest VIII. kerület,Ho Si Minh-város,1
BUDAPEST,06,Budapest VIII. kerület,Hongkong,3
BUDAPEST,06,Budapest VIII. kerület,Houston,4
BUDAPEST,06,Budapest VIII. kerület,Innsbruck,11
BUDAPEST,06,Budapest VIII. kerület,Isztambul,1
BUDAPEST,06,Budapest VIII. kerület,Jakarta,2
BUDAPEST,06,Budapest VIII. kerület,Kairó,4
BUDAPEST,06,Budapest VIII. kerület,Kazan,1
BUDAPEST,06,Budapest VIII. kerület,Kolozsvár,22
BUDAPEST,06,Budapest VIII. kerület,Koppenhága,45
BUDAPEST,06,Budapest VIII. kerület,Kuala Lumpur,3
BUDAPEST,06,Budapest VIII. kerület,Kuvait,1
BUDAPEST,06,Budapest VIII. kerület,Lisszabon,24
BUDAPEST,06,Budapest VIII. kerület,Ljubljana,4
BUDAPEST,06,Budapest VIII. kerület,London,132
BUDAPEST,06,Budapest VIII. kerület,Los Angeles,9
BUDAPEST,06,Budapest VIII. kerület,Luxembourg,14
BUDAPEST,06,Budapest VIII. kerület,Lyon,7
BUDAPEST,06,Budapest VIII. kerület,Madrid,11
BUDAPEST,06,Budapest VIII. kerület,Malaga,8
BUDAPEST,06,Budapest VIII. kerület,Manchester,25
BUDAPEST,06,Budapest VIII. kerület,Maszkat,2
BUDAPEST,06,Budapest VIII. kerület,Melbourne,7
BUDAPEST,06,Budapest VIII. kerület,Mexikóváros,5
BUDAPEST,06,Budapest VIII. kerület,Miami,8
BUDAPEST,06,Budapest VIII. kerület,Milánó,18
BUDAPEST,06,Budapest VIII. kerület,Montreal,2
BUDAPEST,06,Budapest VIII. kerület,Moszkva,5
BUDAPEST,06,Budapest VIII. kerület,Mumbai,1
BUDAPEST,06,Budapest VIII. kerület,München,54
BUDAPEST,06,Budapest VIII. kerület,Nairobi,1
BUDAPEST,06,Budapest VIII. kerület,New York,30
BUDAPEST,06,Budapest VIII. kerület,Nicosia,2
BUDAPEST,06,Budapest VIII. kerület,Nur-Szultán,1
BUDAPEST,06,Budapest VIII. kerület,Nürnberg,12
BUDAPEST,06,Budapest VIII. kerület,Oslo,14
BUDAPEST,06,Budapest VIII. kerület,Párizs,28
BUDAPEST,06,Budapest VIII. kerület,Podgorica,1
BUDAPEST,06,Budapest VIII. kerület,Pozsony,1
BUDAPEST,06,Budapest VIII. kerület,Prága,7
BUDAPEST,06,Budapest VIII. kerület,Pretoria,3
BUDAPEST,06,Budapest VIII. kerület,Quito,2
BUDAPEST,06,Budapest VIII. kerület,Rabat,1
BUDAPEST,06,Budapest VIII. kerület,Riga,1
BUDAPEST,06,Budapest VIII. kerület,Rijád,4
BUDAPEST,06,Budapest VIII. kerület,Róma,15
BUDAPEST,06,Budapest VIII. kerület,San Francisco,11
BUDAPEST,06,Budapest VIII. kerület,Sanghaj,3
BUDAPEST,06,Budapest VIII. kerület,Santiago de Chile,2
BUDAPEST,06,Budapest VIII. kerület,Sao Paulo,1
BUDAPEST,06,Budapest VIII. kerület,Stockholm,25
BUDAPEST,06,Budapest VIII. kerület,Strasbourg,4
BUDAPEST,06,Budapest VIII. kerület,Stuttgart,60
BUDAPEST,06,Budapest VIII. kerület,Sydney,4
BUDAPEST,06,Budapest VIII. kerület,Szabadka,23
BUDAPEST,06,Budapest VIII. kerület,Szarajevó,1
BUDAPEST,06,Budapest VIII. kerület,Szingapúr,4
BUDAPEST,06,Budapest VIII. kerület,Szkopje,2
BUDAPEST,06,Budapest VIII. kerület,Szófia,4
BUDAPEST,06,Budapest VIII. kerület,Szöul,4
BUDAPEST,06,Budapest VIII. kerület,Tallinn,6
BUDAPEST,06,Budapest VIII. kerület,Tbiliszi,1
BUDAPEST,06,Budapest VIII. kerület,Tel-Aviv,7
BUDAPEST,06,Budapest VIII. kerület,Tokió,3
BUDAPEST,06,Budapest VIII. kerület,Toronto,7
BUDAPEST,06,Budapest VIII. kerület,Ungvár,4
BUDAPEST,06,Budapest VIII. kerület,Valletta,13
BUDAPEST,06,Budapest VIII. kerület,Vancouver,1
BUDAPEST,06,Budapest VIII. kerület,Varsó,4
BUDAPEST,06,Budapest VIII. kerület,Vilnius,1
BUDAPEST,06,Budapest VIII. kerület,Washington,2
BUDAPEST,06,Budapest VIII. kerület,Wroclaw,1
BUDAPEST,06,Budapest VIII. kerület,Zágráb,1
BUDAPEST,07,Budapest XIII. kerület,Abu Dhabi,13
BUDAPEST,07,Budapest XIII. kerület,Algír,1
BUDAPEST,07,Budapest XIII. kerület,Amman,3
BUDAPEST,07,Budapest XIII. kerület,Athén,12
BUDAPEST,07,Budapest XIII. kerület,Baku,2
BUDAPEST,07,Budapest XIII. kerület,Bangkok,6
BUDAPEST,07,Budapest XIII. kerület,Barcelona,28
BUDAPEST,07,Budapest XIII. kerület,Bécs,56
BUDAPEST,07,Budapest XIII. kerület,Bejrút,6
BUDAPEST,07,Budapest XIII. kerület,Belgrád,5
BUDAPEST,07,Budapest XIII. kerület,Beregszász,5
BUDAPEST,07,Budapest XIII. kerület,Berlin,76
BUDAPEST,07,Budapest XIII. kerület,Bern,86
BUDAPEST,07,Budapest XIII. kerület,Bogota,1
BUDAPEST,07,Budapest XIII. kerület,Brüsszel,73
BUDAPEST,07,Budapest XIII. kerület,Buenos Aires,1
BUDAPEST,07,Budapest XIII. kerület,Bukarest,4
BUDAPEST,07,Budapest XIII. kerület,Chicago,5
BUDAPEST,07,Budapest XIII. kerület,Csíkszereda,48
BUDAPEST,07,Budapest XIII. kerület,Doha,4
BUDAPEST,07,Budapest XIII. kerület,Dublin,29
BUDAPEST,07,Budapest XIII. kerület,Düsseldorf,44
BUDAPEST,07,Budapest XIII. kerület,Edinburgh,27
BUDAPEST,07,Budapest XIII. kerület,Gdansk,5
BUDAPEST,07,Budapest XIII. kerület,Genf,30
BUDAPEST,07,Budapest XIII. kerület,Hága,107
BUDAPEST,07,Budapest XIII. kerület,Helsinki,7
BUDAPEST,07,Budapest XIII. kerület,Hongkong,1
BUDAPEST,07,Budapest XIII. kerület,Houston,6
BUDAPEST,07,Budapest XIII. kerület,Innsbruck,6
BUDAPEST,07,Budapest XIII. kerület,Isztambul,4
BUDAPEST,07,Budapest XIII. kerület,Jakarta,5
BUDAPEST,07,Budapest XIII. kerület,Kairó,2
BUDAPEST,07,Budapest XIII. kerület,Kolozsvár,15
BUDAPEST,07,Budapest XIII. kerület,Koppenhága,37
BUDAPEST,07,Budapest XIII. kerület,Krakkó,2
BUDAPEST,07,Budapest XIII. kerület,Kuangcsou,1
BUDAPEST,07,Budapest XIII. kerület,Kuvait,1
BUDAPEST,07,Budapest XIII. kerület,Lima,2
BUDAPEST,07,Budapest XIII. kerület,Lisszabon,23
BUDAPEST,07,Budapest XIII. kerület,Ljubljana,6
BUDAPEST,07,Budapest XIII. kerület,London,193
BUDAPEST,07,Budapest XIII. kerület,Los Angeles,16
BUDAPEST,07,Budapest XIII. kerület,Luanda,1
BUDAPEST,07,Budapest XIII. kerület,Luxembourg,24
BUDAPEST,07,Budapest XIII. kerület,Lviv,1
BUDAPEST,07,Budapest XIII. kerület,Lyon,8
BUDAPEST,07,Budapest XIII. kerület,Madrid,23
BUDAPEST,07,Budapest XIII. kerület,Malaga,26
BUDAPEST,07,Budapest XIII. kerület,Manchester,30
BUDAPEST,07,Budapest XIII. kerület,Manila,1
BUDAPEST,07,Budapest XIII. kerület,Melbourne,5
BUDAPEST,07,Budapest XIII. kerület,Mexikóváros,5
BUDAPEST,07,Budapest XIII. kerület,Miami,6
BUDAPEST,07,Budapest XIII. kerület,Milánó,11
BUDAPEST,07,Budapest XIII. kerület,Montreal,3
BUDAPEST,07,Budapest XIII. kerület,Moszkva,6
BUDAPEST,07,Budapest XIII. kerület,München,75
BUDAPEST,07,Budapest XIII. kerület,New York,41
BUDAPEST,07,Budapest XIII. kerület,Nicosia,6
BUDAPEST,07,Budapest XIII. kerület,Nürnberg,22
BUDAPEST,07,Budapest XIII. kerület,Oslo,15
BUDAPEST,07,Budapest XIII. kerület,Ottawa,2
BUDAPEST,07,Budapest XIII. kerület,Panamaváros,1
BUDAPEST,07,Budapest XIII. kerület,Párizs,41
BUDAPEST,07,Budapest XIII. kerület,Peking,3
BUDAPEST,07,Budapest XIII. kerület,Podgorica,3
BUDAPEST,07,Budapest XIII. kerület,Pozsony,4
BUDAPEST,07,Budapest XIII. kerület,Prága,13
BUDAPEST,07,Budapest XIII. kerület,Pretoria,2
BUDAPEST,07,Budapest XIII. kerület,Pristina,5
BUDAPEST,07,Budapest XIII. kerület,Rabat,2
BUDAPEST,07,Budapest XIII. kerület,Riga,2
BUDAPEST,07,Budapest XIII. kerület,Róma,23
BUDAPEST,07,Budapest XIII. kerület,San Francisco,11
BUDAPEST,07,Budapest XIII. kerület,Sanghaj,2
BUDAPEST,07,Budapest XIII. kerület,Santiago de Chile,1
BUDAPEST,07,Budapest XIII. kerület,Sao Paulo,4
BUDAPEST,07,Budapest XIII. kerület,Stockholm,28
BUDAPEST,07,Budapest XIII. kerület,Strasbourg,7
BUDAPEST,07,Budapest XIII. kerület,Stuttgart,47
BUDAPEST,07,Budapest XIII. kerület,Sydney,12
BUDAPEST,07,Budapest XIII. kerület,Szabadka,33
BUDAPEST,07,Budapest XIII. kerület,Szarajevó,3
BUDAPEST,07,Budapest XIII. kerület,Szentpétervár,1
BUDAPEST,07,Budapest XIII. kerület,Szingapúr,1
BUDAPEST,07,Budapest XIII. kerület,Szkopje,2
BUDAPEST,07,Budapest XIII. kerület,Szófia,3
BUDAPEST,07,Budapest XIII. kerület,Szöul,1
BUDAPEST,07,Budapest XIII. kerület,Tallinn,5
BUDAPEST,07,Budapest XIII. kerület,Tbiliszi,1
BUDAPEST,07,Budapest XIII. kerület,Teherán,1
BUDAPEST,07,Budapest XIII. kerület,Tel-Aviv,22
BUDAPEST,07,Budapest XIII. kerület,Tirana,1
BUDAPEST,07,Budapest XIII. kerület,Tokió,7
BUDAPEST,07,Budapest XIII. kerület,Toronto,22
BUDAPEST,07,Budapest XIII. kerület,Tunisz,3
BUDAPEST,07,Budapest XIII. kerület,Ungvár,3
BUDAPEST,07,Budapest XIII. kerület,Valletta,16
BUDAPEST,07,Budapest XIII. kerület,Vancouver,3
BUDAPEST,07,Budapest XIII. kerület,Varsó,6
BUDAPEST,07,Budapest XIII. kerület,Washington,22
BUDAPEST,07,Budapest XIII. kerület,Wellington,3
BUDAPEST,07,Budapest XIII. kerület,Wroclaw,1
BUDAPEST,07,Budapest XIII. kerület,Zágráb,4
BUDAPEST,08,Budapest XIV. kerület,Abu Dhabi,7
BUDAPEST,08,Budapest XIV. kerület,Amman,3
BUDAPEST,08,Budapest XIV. kerület,Athén,10
BUDAPEST,08,Budapest XIV. kerület,Baku,2
BUDAPEST,08,Budapest XIV. kerület,Bangkok,3
BUDAPEST,08,Budapest XIV. kerület,Barcelona,25
BUDAPEST,08,Budapest XIV. kerület,Bécs,59
BUDAPEST,08,Budapest XIV. kerület,Belgrád,9
BUDAPEST,08,Budapest XIV. kerület,Beregszász,8
BUDAPEST,08,Budapest XIV. kerület,Berlin,58
BUDAPEST,08,Budapest XIV. kerület,Bern,65
BUDAPEST,08,Budapest XIV. kerület,Biskek,1
BUDAPEST,08,Budapest XIV. kerület,Bogota,1
BUDAPEST,08,Budapest XIV. kerület,Brüsszel,75
BUDAPEST,08,Budapest XIV. kerület,Buenos Aires,1
BUDAPEST,08,Budapest XIV. kerület,Bukarest,3
BUDAPEST,08,Budapest XIV. kerület,Canberra,2
BUDAPEST,08,Budapest XIV. kerület,Chicago,9
BUDAPEST,08,Budapest XIV. kerület,Chisinau,1
BUDAPEST,08,Budapest XIV. kerület,Csíkszereda,71
BUDAPEST,08,Budapest XIV. kerület,Csungking,2
BUDAPEST,08,Budapest XIV. kerület,Doha,1
BUDAPEST,08,Budapest XIV. kerület,Dublin,21
BUDAPEST,08,Budapest XIV. kerület,Düsseldorf,39
BUDAPEST,08,Budapest XIV. kerület,Edinburgh,17
BUDAPEST,08,Budapest XIV. kerület,Erbil,1
BUDAPEST,08,Budapest XIV. kerület,Genf,17
BUDAPEST,08,Budapest XIV. kerület,Hága,86
BUDAPEST,08,Budapest XIV. kerület,Hanoi,3
BUDAPEST,08,Budapest XIV. kerület,Helsinki,7
BUDAPEST,08,Budapest XIV. kerület,Hongkong,1
BUDAPEST,08,Budapest XIV. kerület,Houston,9
BUDAPEST,08,Budapest XIV. kerület,Innsbruck,1
BUDAPEST,08,Budapest XIV. kerület,Iszlámábád,1
BUDAPEST,08,Budapest XIV. kerület,Isztambul,6
BUDAPEST,08,Budapest XIV. kerület,Jakarta,4
BUDAPEST,08,Budapest XIV. kerület,Jekatyerinburg,2
BUDAPEST,08,Budapest XIV. kerület,Kairó,1
BUDAPEST,08,Budapest XIV. kerület,Kazan,1
BUDAPEST,08,Budapest XIV. kerület,Kolozsvár,19
BUDAPEST,08,Budapest XIV. kerület,Koppenhága,33
BUDAPEST,08,Budapest XIV. kerület,Krakkó,2
BUDAPEST,08,Budapest XIV. kerület,Kuvait,1
BUDAPEST,08,Budapest XIV. kerület,Lima,2
BUDAPEST,08,Budapest XIV. kerület,Lisszabon,15
BUDAPEST,08,Budapest XIV. kerület,Ljubljana,2
BUDAPEST,08,Budapest XIV. kerület,London,180
BUDAPEST,08,Budapest XIV. kerület,Los Angeles,9
BUDAPEST,08,Budapest XIV. kerület,Luxembourg,22
BUDAPEST,08,Budapest XIV. kerület,Lyon,13
BUDAPEST,08,Budapest XIV. kerület,Madrid,11
BUDAPEST,08,Budapest XIV. kerület,Malaga,17
BUDAPEST,08,Budapest XIV. kerület,Manchester,29
BUDAPEST,08,Budapest XIV. kerület,Melbourne,5
BUDAPEST,08,Budapest XIV. kerület,Miami,7
BUDAPEST,08,Budapest XIV. kerület,Milánó,14
BUDAPEST,08,Budapest XIV. kerület,Montreal,5
BUDAPEST,08,Budapest XIV. kerület,Moszkva,6
BUDAPEST,08,Budapest XIV. kerület,Mumbai,1
BUDAPEST,08,Budapest XIV. kerület,München,57
BUDAPEST,08,Budapest XIV. kerület,Nairobi,2
BUDAPEST,08,Budapest XIV. kerület,New York,25
BUDAPEST,08,Budapest XIV. kerület,Nicosia,8
BUDAPEST,08,Budapest XIV. kerület,Nürnberg,25
BUDAPEST,08,Budapest XIV. kerület,Oslo,7
BUDAPEST,08,Budapest XIV. kerület,Ottawa,3
BUDAPEST,08,Budapest XIV. kerület,Párizs,38
BUDAPEST,08,Budapest XIV. kerület,Peking,3
BUDAPEST,08,Budapest XIV. kerület,Phnom Penh,1
BUDAPEST,08,Budapest XIV. kerület,Prága,14
BUDAPEST,08,Budapest XIV. kerület,Pretoria,2
BUDAPEST,08,Budapest XIV. kerület,Pristina,1
BUDAPEST,08,Budapest XIV. kerület,Quito,2
BUDAPEST,08,Budapest XIV. kerület,Rabat,2
BUDAPEST,08,Budapest XIV. kerület,Ramallah,1
BUDAPEST,08,Budapest XIV. kerület,Riga,1
BUDAPEST,08,Budapest XIV. kerület,Róma,24
BUDAPEST,08,Budapest XIV. kerület,San Francisco,4
BUDAPEST,08,Budapest XIV. kerület,Sao Paulo,1
BUDAPEST,08,Budapest XIV. kerület,Stockholm,31
BUDAPEST,08,Budapest XIV. kerület,Strasbourg,5
BUDAPEST,08,Budapest XIV. kerület,Stuttgart,62
BUDAPEST,08,Budapest XIV. kerület,Sydney,10
BUDAPEST,08,Budapest XIV. kerület,Szabadka,18
BUDAPEST,08,Budapest XIV. kerület,Szarajevó,6
BUDAPEST,08,Budapest XIV. kerület,Szentpétervár,1
BUDAPEST,08,Budapest XIV. kerület,Szingapúr,3
BUDAPEST,08,Budapest XIV. kerület,Szkopje,1
BUDAPEST,08,Budapest XIV. kerület,Szófia,1
BUDAPEST,08,Budapest XIV. kerület,Szöul,1
BUDAPEST,08,Budapest XIV. kerület,Tallinn,4
BUDAPEST,08,Budapest XIV. kerület,Tbiliszi,1
BUDAPEST,08,Budapest XIV. kerület,Tel-Aviv,13
BUDAPEST,08,Budapest XIV. kerület,Tirana,3
BUDAPEST,08,Budapest XIV. kerület,Tokió,1
BUDAPEST,08,Budapest XIV. kerület,Toronto,11
BUDAPEST,08,Budapest XIV. kerület,Újdelhi,2
BUDAPEST,08,Budapest XIV. kerület,Ungvár,7
BUDAPEST,08,Budapest XIV. kerület,Valletta,13
BUDAPEST,08,Budapest XIV. kerület,Vancouver,8
BUDAPEST,08,Budapest XIV. kerület,Varsó,7
BUDAPEST,08,Budapest XIV. kerület,Washington,7
BUDAPEST,08,Budapest XIV. kerület,Wellington,1
BUDAPEST,08,Budapest XIV. kerület,Wroclaw,1
BUDAPEST,08,Budapest XIV. kerület,Zágráb,5
BUDAPEST,09,Budapest X. kerület,Abu Dhabi,8
BUDAPEST,09,Budapest X. kerület,Amman,2
BUDAPEST,09,Budapest X. kerület,Ankara,1
BUDAPEST,09,Budapest X. kerület,Athén,3
BUDAPEST,09,Budapest X. kerület,Bangkok,1
BUDAPEST,09,Budapest X. kerület,Barcelona,6
BUDAPEST,09,Budapest X. kerület,Bécs,13
BUDAPEST,09,Budapest X. kerület,Belgrád,3
BUDAPEST,09,Budapest X. kerület,Beregszász,7
BUDAPEST,09,Budapest X. kerület,Berlin,29
BUDAPEST,09,Budapest X. kerület,Bern,17
BUDAPEST,09,Budapest X. kerület,Brüsszel,37
BUDAPEST,09,Budapest X. kerület,Canberra,1
BUDAPEST,09,Budapest X. kerület,Chicago,2
BUDAPEST,09,Budapest X. kerület,Csíkszereda,33
BUDAPEST,09,Budapest X. kerület,Doha,1
BUDAPEST,09,Budapest X. kerület,Dublin,12
BUDAPEST,09,Budapest X. kerület,Düsseldorf,24
BUDAPEST,09,Budapest X. kerület,Edinburgh,19
BUDAPEST,09,Budapest X. kerület,Eszék,1
BUDAPEST,09,Budapest X. kerület,Gdansk,3
BUDAPEST,09,Budapest X. kerület,Genf,5
BUDAPEST,09,Budapest X. kerület,Hága,39
BUDAPEST,09,Budapest X. kerület,Havanna,2
BUDAPEST,09,Budapest X. kerület,Helsinki,7
BUDAPEST,09,Budapest X. kerület,Ho Si Minh-város,1
BUDAPEST,09,Budapest X. kerület,Houston,1
BUDAPEST,09,Budapest X. kerület,Innsbruck,7
BUDAPEST,09,Budapest X. kerület,Isztambul,2
BUDAPEST,09,Budapest X. kerület,Kolozsvár,14
BUDAPEST,09,Budapest X. kerület,Koppenhága,16
BUDAPEST,09,Budapest X. kerület,Krakkó,6
BUDAPEST,09,Budapest X. kerület,Lisszabon,11
BUDAPEST,09,Budapest X. kerület,London,96
BUDAPEST,09,Budapest X. kerület,Los Angeles,4
BUDAPEST,09,Budapest X. kerület,Luxembourg,14
BUDAPEST,09,Budapest X. kerület,Lyon,2
BUDAPEST,09,Budapest X. kerület,Madrid,7
BUDAPEST,09,Budapest X. kerület,Malaga,4
BUDAPEST,09,Budapest X. kerület,Manchester,19
BUDAPEST,09,Budapest X. kerület,Melbourne,1
BUDAPEST,09,Budapest X. kerület,Miami,1
BUDAPEST,09,Budapest X. kerület,Milánó,11
BUDAPEST,09,Budapest X. kerület,Minszk,1
BUDAPEST,09,Budapest X. kerület,Montreal,1
BUDAPEST,09,Budapest X. kerület,Moszkva,2
BUDAPEST,09,Budapest X. kerület,München,56
BUDAPEST,09,Budapest X. kerület,Nairobi,1
BUDAPEST,09,Budapest X. kerület,New York,15
BUDAPEST,09,Budapest X. kerület,Nicosia,2
BUDAPEST,09,Budapest X. kerület,Nürnberg,20
BUDAPEST,09,Budapest X. kerület,Oslo,10
BUDAPEST,09,Budapest X. kerület,Ottawa,1
BUDAPEST,09,Budapest X. kerület,Párizs,20
BUDAPEST,09,Budapest X. kerület,Peking,2
BUDAPEST,09,Budapest X. kerület,Podgorica,1
BUDAPEST,09,Budapest X. kerület,Pozsony,3
BUDAPEST,09,Budapest X. kerület,Prága,4
BUDAPEST,09,Budapest X. kerület,Pretoria,3
BUDAPEST,09,Budapest X. kerület,Róma,9
BUDAPEST,09,Budapest X. kerület,San Francisco,5
BUDAPEST,09,Budapest X. kerület,Sao Paulo,1
BUDAPEST,09,Budapest X. kerület,Stockholm,16
BUDAPEST,09,Budapest X. kerület,Stuttgart,28
BUDAPEST,09,Budapest X. kerület,Sydney,4
BUDAPEST,09,Budapest X. kerület,Szabadka,13
BUDAPEST,09,Budapest X. kerület,Szarajevó,1
BUDAPEST,09,Budapest X. kerület,Szkopje,1
BUDAPEST,09,Budapest X. kerület,Szófia,2
BUDAPEST,09,Budapest X. kerület,Szöul,1
BUDAPEST,09,Budapest X. kerület,Tel-Aviv,5
BUDAPEST,09,Budapest X. kerület,Tirana,2
BUDAPEST,09,Budapest X. kerület,Tokió,1
BUDAPEST,09,Budapest X. kerület,Toronto,10
BUDAPEST,09,Budapest X. kerület,Ungvár,8
BUDAPEST,09,Budapest X. kerület,Valletta,2
BUDAPEST,09,Budapest X. kerület,Vancouver,7
BUDAPEST,09,Budapest X. kerület,Varsó,5
BUDAPEST,09,Budapest X. kerület,Vilnius,1
BUDAPEST,09,Budapest X. kerület,Washington,8
BUDAPEST,09,Budapest X. kerület,Wellington,1
BUDAPEST,09,Budapest X. kerület,Zágráb,1
BUDAPEST,10,Budapest III. kerület,Abu Dhabi,5
BUDAPEST,10,Budapest III. kerület,Athén,8
BUDAPEST,10,Budapest III. kerület,Baku,2
BUDAPEST,10,Budapest III. kerület,Bangkok,4
BUDAPEST,10,Budapest III. kerület,Barcelona,24
BUDAPEST,10,Budapest III. kerület,Bécs,30
BUDAPEST,10,Budapest III. kerület,Belgrád,1
BUDAPEST,10,Budapest III. kerület,Beregszász,3
BUDAPEST,10,Budapest III. kerület,Berlin,39
BUDAPEST,10,Budapest III. kerület,Bern,42
BUDAPEST,10,Budapest III. kerület,Biskek,4
BUDAPEST,10,Budapest III. kerület,Brüsszel,42
BUDAPEST,10,Budapest III. kerület,Bukarest,1
BUDAPEST,10,Budapest III. kerület,Chicago,1
BUDAPEST,10,Budapest III. kerület,Csíkszereda,40
